dd/MM/yyyy HH:mm:ss;CHC21,16
26/02/2021 16:02:12;54,00
26/02/2021 16:02:26;56,00
26/02/2021 16:02:30;61,00
26/02/2021 16:02:32;70,00
26/02/2021 16:02:36;54,00
26/02/2021 16:02:38;44,00
26/02/2021 16:02:42;57,00
26/02/2021 16:02:44;81,00
26/02/2021 16:02:46;56,00
26/02/2021 16:02:48;89,00
26/02/2021 16:02:52;76,00
26/02/2021 16:02:56;57,00
26/02/2021 16:03:02;89,00
26/02/2021 16:03:06;78,00
26/02/2021 16:03:08;65,00
26/02/2021 16:03:10;76,00
26/02/2021 16:03:14;47,00
26/02/2021 16:03:16;59,00
26/02/2021 16:03:20;88,00
26/02/2021 16:03:22;69,00
26/02/2021 16:03:24;74,00
26/02/2021 16:03:26;85,00
26/02/2021 16:03:28;52,00
26/02/2021 16:03:30;84,00
26/02/2021 16:03:34;70,00
26/02/2021 16:03:37;89,00
26/02/2021 16:03:39;71,00
26/02/2021 16:03:41;69,00
26/02/2021 16:03:43;45,00
26/02/2021 16:03:45;68,00
26/02/2021 16:03:47;44,00
26/02/2021 16:03:49;49,00
26/02/2021 16:03:51;62,00
26/02/2021 16:03:53;43,00
26/02/2021 16:03:55;89,00
26/02/2021 16:03:57;80,00
26/02/2021 16:04:01;87,00
26/02/2021 16:04:07;66,00
26/02/2021 16:04:11;82,00
26/02/2021 16:04:15;51,00
26/02/2021 16:04:23;44,00
26/02/2021 16:04:25;71,00
26/02/2021 16:04:27;63,00
26/02/2021 16:04:33;50,00
26/02/2021 16:04:35;49,00
26/02/2021 16:04:39;59,00
26/02/2021 16:04:41;42,00
26/02/2021 16:04:43;58,00
26/02/2021 16:04:45;45,00
26/02/2021 16:04:47;43,00
26/02/2021 16:04:49;62,00
26/02/2021 16:04:53;79,00
26/02/2021 16:04:55;71,00
26/02/2021 16:04:59;62,00
26/02/2021 16:05:01;52,00
26/02/2021 16:05:03;79,00
26/02/2021 16:05:05;62,00
26/02/2021 16:05:09;85,00
26/02/2021 16:05:11;55,00
26/02/2021 16:05:15;58,00
26/02/2021 16:05:17;70,00
26/02/2021 16:05:19;55,00
26/02/2021 16:05:21;78,00
26/02/2021 16:05:29;75,00
26/02/2021 16:05:33;47,00
26/02/2021 16:05:47;55,00
26/02/2021 16:05:49;70,00
26/02/2021 16:05:53;42,00
26/02/2021 16:05:55;51,00
26/02/2021 16:05:59;59,00
26/02/2021 16:06:01;63,00
26/02/2021 16:06:05;65,00
26/02/2021 16:06:12;84,00
26/02/2021 16:06:16;45,00
26/02/2021 16:06:18;72,00
26/02/2021 16:06:20;45,00
26/02/2021 16:06:22;65,00
26/02/2021 16:06:26;47,00
26/02/2021 16:06:30;79,00
26/02/2021 16:06:36;88,00
26/02/2021 16:06:44;76,00
26/02/2021 16:06:48;67,00
26/02/2021 16:06:52;76,00
26/02/2021 16:06:58;55,00
26/02/2021 16:07:00;86,00
26/02/2021 16:07:04;51,00
26/02/2021 16:07:08;71,00
26/02/2021 16:07:10;62,00
26/02/2021 16:07:14;83,00
26/02/2021 16:07:18;66,00
26/02/2021 16:07:22;41,00
26/02/2021 16:07:28;60,00
26/02/2021 16:07:30;56,00
26/02/2021 16:07:34;67,00
26/02/2021 16:07:36;55,00
26/02/2021 16:07:44;85,00
26/02/2021 16:07:46;78,00
26/02/2021 16:07:48;64,00
26/02/2021 16:07:50;84,00
26/02/2021 16:07:52;74,00
26/02/2021 16:07:54;77,00
26/02/2021 16:08:04;46,00
26/02/2021 16:08:08;51,00
26/02/2021 16:08:10;85,00
26/02/2021 16:08:12;62,00
26/02/2021 16:08:16;51,00
26/02/2021 16:08:20;50,00
26/02/2021 16:08:22;80,00
26/02/2021 16:08:24;46,00
26/02/2021 16:08:28;41,00
26/02/2021 16:08:33;61,00
26/02/2021 16:08:34;67,00
26/02/2021 16:08:37;55,00
26/02/2021 16:08:39;89,00
26/02/2021 16:08:43;62,00
26/02/2021 16:08:45;49,00
26/02/2021 16:08:49;62,00
26/02/2021 16:08:53;47,00
26/02/2021 16:08:57;67,00
26/02/2021 16:08:59;64,00
26/02/2021 16:09:01;70,00
26/02/2021 16:09:07;82,00
26/02/2021 16:09:09;60,00
26/02/2021 16:09:21;69,00
26/02/2021 16:09:25;61,00
26/02/2021 16:09:27;54,00
26/02/2021 16:09:29;51,00
26/02/2021 16:09:37;81,00
26/02/2021 16:09:41;87,00
26/02/2021 16:09:43;77,00
26/02/2021 16:09:45;69,00
26/02/2021 16:09:49;68,00
26/02/2021 16:09:51;74,00
26/02/2021 16:09:53;77,00
26/02/2021 16:10:01;82,00
26/02/2021 16:10:03;80,00
26/02/2021 16:10:11;45,00
26/02/2021 16:10:13;69,00
26/02/2021 16:10:15;53,00
26/02/2021 16:10:17;49,00
26/02/2021 16:10:19;84,00
26/02/2021 16:10:23;74,00
26/02/2021 16:10:27;47,00
26/02/2021 16:10:29;57,00
26/02/2021 16:10:31;61,00
26/02/2021 16:10:35;78,00
26/02/2021 16:10:37;49,00
26/02/2021 16:10:39;87,00
26/02/2021 16:10:44;72,00
26/02/2021 16:10:54;66,00
26/02/2021 16:10:58;71,00
26/02/2021 16:11:00;72,00
26/02/2021 16:11:02;76,00
26/02/2021 16:11:08;57,00
26/02/2021 16:11:10;70,00
26/02/2021 16:11:12;81,00
26/02/2021 16:11:14;68,00
26/02/2021 16:11:16;51,00
26/02/2021 16:11:18;79,00
26/02/2021 16:11:20;77,00
26/02/2021 16:11:22;42,00
26/02/2021 16:11:30;44,00
26/02/2021 16:11:34;45,00
26/02/2021 16:11:40;85,00
26/02/2021 16:11:42;64,00
26/02/2021 16:11:54;51,00
26/02/2021 16:12:00;45,00
26/02/2021 16:12:02;70,00
26/02/2021 16:12:04;59,00
26/02/2021 16:12:06;67,00
26/02/2021 16:12:08;49,00
26/02/2021 16:12:14;84,00
26/02/2021 16:12:16;42,00
26/02/2021 16:12:18;46,00
26/02/2021 16:12:20;79,00
26/02/2021 16:12:26;86,00
26/02/2021 16:12:28;73,00
26/02/2021 16:12:30;57,00
26/02/2021 16:12:34;77,00
26/02/2021 16:12:38;41,00
26/02/2021 16:12:40;67,00
26/02/2021 16:12:44;74,00
26/02/2021 16:12:48;60,00
26/02/2021 16:12:54;77,00
26/02/2021 16:12:56;42,00
26/02/2021 16:13:00;66,00
26/02/2021 16:13:04;89,00
26/02/2021 16:13:08;42,00
26/02/2021 16:13:21;41,00
26/02/2021 16:13:29;63,00
26/02/2021 16:13:31;86,00
26/02/2021 16:13:37;54,00
26/02/2021 16:13:45;85,00
26/02/2021 16:13:47;86,00
26/02/2021 16:13:49;57,00
26/02/2021 16:13:53;50,00
26/02/2021 16:13:57;53,00
26/02/2021 16:13:59;47,00
26/02/2021 16:14:01;48,00
26/02/2021 16:14:05;45,00
26/02/2021 16:14:07;69,00
26/02/2021 16:14:11;53,00
26/02/2021 16:14:15;46,00
26/02/2021 16:14:17;69,00
26/02/2021 16:14:23;52,00
26/02/2021 16:14:27;79,00
26/02/2021 16:14:37;63,00
26/02/2021 16:14:39;75,00
26/02/2021 16:14:43;87,00
