dd/MM/yyyy HH:mm:ss;CHC14,16
26/02/2021 16:02:12;46,00
26/02/2021 16:02:16;42,00
26/02/2021 16:02:22;80,00
26/02/2021 16:02:26;62,00
26/02/2021 16:02:30;79,00
26/02/2021 16:02:32;59,00
26/02/2021 16:02:36;65,00
26/02/2021 16:02:40;79,00
26/02/2021 16:02:44;75,00
26/02/2021 16:02:46;84,00
26/02/2021 16:02:48;58,00
26/02/2021 16:02:50;45,00
26/02/2021 16:02:52;67,00
26/02/2021 16:02:56;51,00
26/02/2021 16:02:58;43,00
26/02/2021 16:03:00;80,00
26/02/2021 16:03:04;84,00
26/02/2021 16:03:14;82,00
26/02/2021 16:03:18;83,00
26/02/2021 16:03:20;85,00
26/02/2021 16:03:22;53,00
26/02/2021 16:03:26;52,00
26/02/2021 16:03:28;83,00
26/02/2021 16:03:32;54,00
26/02/2021 16:03:34;77,00
26/02/2021 16:03:39;87,00
26/02/2021 16:03:43;65,00
26/02/2021 16:03:49;56,00
26/02/2021 16:03:55;41,00
26/02/2021 16:03:57;82,00
26/02/2021 16:03:59;69,00
26/02/2021 16:04:01;86,00
26/02/2021 16:04:07;59,00
26/02/2021 16:04:15;73,00
26/02/2021 16:04:17;65,00
26/02/2021 16:04:25;56,00
26/02/2021 16:04:27;67,00
26/02/2021 16:04:31;78,00
26/02/2021 16:04:33;75,00
26/02/2021 16:04:39;58,00
26/02/2021 16:04:49;81,00
26/02/2021 16:04:55;76,00
26/02/2021 16:04:57;54,00
26/02/2021 16:05:01;62,00
26/02/2021 16:05:05;56,00
26/02/2021 16:05:13;84,00
26/02/2021 16:05:17;44,00
26/02/2021 16:05:19;59,00
26/02/2021 16:05:27;46,00
26/02/2021 16:05:29;72,00
26/02/2021 16:05:35;86,00
26/02/2021 16:05:37;46,00
26/02/2021 16:05:43;63,00
26/02/2021 16:05:45;48,00
26/02/2021 16:05:47;41,00
26/02/2021 16:05:51;76,00
26/02/2021 16:05:53;83,00
26/02/2021 16:05:55;67,00
26/02/2021 16:05:57;41,00
26/02/2021 16:05:59;84,00
26/02/2021 16:06:04;89,00
26/02/2021 16:06:05;74,00
26/02/2021 16:06:10;59,00
26/02/2021 16:06:14;53,00
26/02/2021 16:06:18;74,00
26/02/2021 16:06:22;80,00
26/02/2021 16:06:24;83,00
