dd/MM/yyyy HH:mm:ss;CTC22,16
26/02/2021 16:02:12;2,00
26/02/2021 16:02:14;0,00
26/02/2021 16:02:16;4,00
26/02/2021 16:02:18;6,00
26/02/2021 16:02:20;11,00
26/02/2021 16:02:22;13,00
26/02/2021 16:02:24;7,00
26/02/2021 16:02:26;6,00
26/02/2021 16:02:28;13,00
26/02/2021 16:02:30;12,00
26/02/2021 16:02:32;2,00
26/02/2021 16:02:34;9,00
26/02/2021 16:02:36;8,00
26/02/2021 16:02:38;10,00
26/02/2021 16:02:40;6,00
26/02/2021 16:02:42;2,00
26/02/2021 16:02:44;13,00
26/02/2021 16:02:46;8,00
26/02/2021 16:02:48;12,00
26/02/2021 16:02:50;7,00
26/02/2021 16:02:52;11,00
26/02/2021 16:02:54;13,00
26/02/2021 16:02:56;3,00
26/02/2021 16:03:00;5,00
26/02/2021 16:03:02;8,00
26/02/2021 16:03:04;3,00
26/02/2021 16:03:06;8,00
26/02/2021 16:03:08;14,00
26/02/2021 16:03:10;7,00
26/02/2021 16:03:14;11,00
26/02/2021 16:03:16;3,00
26/02/2021 16:03:18;10,00
26/02/2021 16:03:20;2,00
26/02/2021 16:03:22;9,00
26/02/2021 16:03:24;13,00
26/02/2021 16:03:26;2,00
26/02/2021 16:03:28;1,00
26/02/2021 16:03:30;5,00
26/02/2021 16:03:32;4,00
26/02/2021 16:03:34;1,00
26/02/2021 16:03:37;10,00
26/02/2021 16:03:39;12,00
26/02/2021 16:03:41;3,00
26/02/2021 16:03:43;4,00
26/02/2021 16:03:45;9,00
26/02/2021 16:03:47;7,00
26/02/2021 16:03:49;9,00
26/02/2021 16:03:51;7,00
26/02/2021 16:03:53;11,00
26/02/2021 16:03:55;7,00
26/02/2021 16:03:57;2,00
26/02/2021 16:03:59;6,00
26/02/2021 16:04:01;12,00
26/02/2021 16:04:03;5,00
26/02/2021 16:04:05;3,00
26/02/2021 16:04:07;13,00
26/02/2021 16:04:09;10,00
26/02/2021 16:04:11;7,00
26/02/2021 16:04:13;8,00
26/02/2021 16:04:15;13,00
26/02/2021 16:04:19;3,00
26/02/2021 16:04:21;0,00
26/02/2021 16:04:23;8,00
26/02/2021 16:04:25;12,00
26/02/2021 16:04:27;2,00
26/02/2021 16:04:29;12,00
26/02/2021 16:04:31;8,00
26/02/2021 16:04:33;1,00
26/02/2021 16:04:37;7,00
26/02/2021 16:04:39;3,00
26/02/2021 16:04:41;8,00
26/02/2021 16:04:43;9,00
26/02/2021 16:04:45;4,00
26/02/2021 16:04:47;11,00
26/02/2021 16:04:49;0,00
26/02/2021 16:04:51;6,00
26/02/2021 16:04:53;9,00
26/02/2021 16:04:55;4,00
26/02/2021 16:04:57;9,00
26/02/2021 16:04:59;14,00
26/02/2021 16:05:01;7,00
26/02/2021 16:05:03;14,00
26/02/2021 16:05:05;10,00
26/02/2021 16:05:07;0,00
26/02/2021 16:05:09;9,00
26/02/2021 16:05:11;0,00
26/02/2021 16:05:13;5,00
26/02/2021 16:05:15;7,00
26/02/2021 16:05:17;0,00
26/02/2021 16:05:19;10,00
26/02/2021 16:05:23;12,00
26/02/2021 16:05:25;11,00
26/02/2021 16:05:27;1,00
26/02/2021 16:05:29;3,00
26/02/2021 16:05:31;12,00
26/02/2021 16:05:33;14,00
26/02/2021 16:05:35;1,00
26/02/2021 16:05:37;9,00
26/02/2021 16:05:39;7,00
26/02/2021 16:05:41;5,00
26/02/2021 16:05:43;2,00
26/02/2021 16:05:45;8,00
26/02/2021 16:05:47;6,00
26/02/2021 16:05:51;12,00
26/02/2021 16:05:53;13,00
26/02/2021 16:05:55;0,00
26/02/2021 16:05:57;8,00
26/02/2021 16:05:59;10,00
26/02/2021 16:06:01;13,00
26/02/2021 16:06:04;0,00
26/02/2021 16:06:05;10,00
26/02/2021 16:06:08;14,00
26/02/2021 16:06:10;4,00
26/02/2021 16:06:12;12,00
26/02/2021 16:06:14;5,00
26/02/2021 16:06:16;11,00
26/02/2021 16:06:18;6,00
26/02/2021 16:06:20;14,00
26/02/2021 16:06:22;6,00
26/02/2021 16:06:24;12,00
26/02/2021 16:06:26;5,00
26/02/2021 16:06:28;12,00
26/02/2021 16:06:30;3,00
26/02/2021 16:06:32;1,00
26/02/2021 16:06:34;2,00
26/02/2021 16:06:36;9,00
26/02/2021 16:06:38;10,00
26/02/2021 16:06:40;8,00
26/02/2021 16:06:42;5,00
26/02/2021 16:06:44;10,00
26/02/2021 16:06:46;14,00
26/02/2021 16:06:48;9,00
26/02/2021 16:06:50;0,00
26/02/2021 16:06:52;3,00
26/02/2021 16:06:54;12,00
26/02/2021 16:06:56;11,00
26/02/2021 16:06:58;4,00
26/02/2021 16:07:00;13,00
26/02/2021 16:07:02;6,00
26/02/2021 16:07:04;5,00
26/02/2021 16:07:06;14,00
26/02/2021 16:07:08;5,00
26/02/2021 16:07:10;1,00
26/02/2021 16:07:12;14,00
26/02/2021 16:07:14;3,00
26/02/2021 16:07:16;4,00
26/02/2021 16:07:20;7,00
26/02/2021 16:07:22;14,00
26/02/2021 16:07:26;9,00
26/02/2021 16:07:28;0,00
26/02/2021 16:07:30;13,00
26/02/2021 16:07:32;8,00
26/02/2021 16:07:34;1,00
26/02/2021 16:07:36;11,00
26/02/2021 16:07:38;3,00
26/02/2021 16:07:40;1,00
26/02/2021 16:07:42;2,00
26/02/2021 16:07:44;8,00
26/02/2021 16:07:46;4,00
26/02/2021 16:07:48;2,00
26/02/2021 16:07:50;11,00
26/02/2021 16:07:52;5,00
26/02/2021 16:07:54;4,00
26/02/2021 16:07:56;13,00
26/02/2021 16:07:58;6,00
26/02/2021 16:08:00;3,00
26/02/2021 16:08:02;9,00
26/02/2021 16:08:04;7,00
26/02/2021 16:08:06;3,00
26/02/2021 16:08:08;14,00
26/02/2021 16:08:12;8,00
26/02/2021 16:08:14;0,00
26/02/2021 16:08:16;5,00
26/02/2021 16:08:18;9,00
26/02/2021 16:08:22;12,00
26/02/2021 16:08:24;10,00
26/02/2021 16:08:26;13,00
26/02/2021 16:08:28;9,00
26/02/2021 16:08:33;2,00
26/02/2021 16:08:34;0,00
26/02/2021 16:08:37;8,00
26/02/2021 16:08:39;11,00
26/02/2021 16:08:41;6,00
26/02/2021 16:08:43;7,00
26/02/2021 16:08:45;3,00
26/02/2021 16:08:47;8,00
26/02/2021 16:08:49;6,00
26/02/2021 16:08:51;10,00
26/02/2021 16:08:55;6,00
26/02/2021 16:08:57;1,00
26/02/2021 16:08:59;0,00
26/02/2021 16:09:01;4,00
26/02/2021 16:09:03;7,00
26/02/2021 16:09:05;10,00
26/02/2021 16:09:07;2,00
26/02/2021 16:09:09;11,00
26/02/2021 16:09:11;12,00
26/02/2021 16:09:13;0,00
26/02/2021 16:09:15;6,00
26/02/2021 16:09:17;2,00
26/02/2021 16:09:19;12,00
26/02/2021 16:09:21;6,00
26/02/2021 16:09:23;1,00
26/02/2021 16:09:25;9,00
26/02/2021 16:09:27;12,00
26/02/2021 16:09:29;0,00
26/02/2021 16:09:31;14,00
26/02/2021 16:09:33;0,00
26/02/2021 16:09:35;4,00
26/02/2021 16:09:37;2,00
26/02/2021 16:09:39;7,00
26/02/2021 16:09:41;9,00
26/02/2021 16:09:43;13,00
26/02/2021 16:09:45;4,00
26/02/2021 16:09:47;3,00
26/02/2021 16:09:49;12,00
26/02/2021 16:09:51;14,00
26/02/2021 16:09:55;2,00
26/02/2021 16:09:57;12,00
26/02/2021 16:09:59;2,00
26/02/2021 16:10:01;13,00
26/02/2021 16:10:03;9,00
26/02/2021 16:10:05;2,00
26/02/2021 16:10:07;3,00
26/02/2021 16:10:09;4,00
26/02/2021 16:10:11;0,00
26/02/2021 16:10:13;3,00
26/02/2021 16:10:15;1,00
26/02/2021 16:10:17;4,00
26/02/2021 16:10:19;12,00
26/02/2021 16:10:21;2,00
26/02/2021 16:10:23;3,00
26/02/2021 16:10:25;8,00
26/02/2021 16:10:27;9,00
26/02/2021 16:10:29;2,00
26/02/2021 16:10:31;12,00
26/02/2021 16:10:33;0,00
26/02/2021 16:10:35;1,00
26/02/2021 16:10:37;6,00
26/02/2021 16:10:41;14,00
26/02/2021 16:10:44;11,00
26/02/2021 16:10:46;5,00
26/02/2021 16:10:48;10,00
26/02/2021 16:10:52;5,00
26/02/2021 16:10:54;12,00
26/02/2021 16:10:56;0,00
26/02/2021 16:10:58;12,00
26/02/2021 16:11:00;13,00
26/02/2021 16:11:02;8,00
26/02/2021 16:11:04;0,00
26/02/2021 16:11:06;10,00
26/02/2021 16:11:08;7,00
26/02/2021 16:11:10;3,00
26/02/2021 16:11:12;5,00
26/02/2021 16:11:14;13,00
26/02/2021 16:11:16;5,00
26/02/2021 16:11:18;13,00
26/02/2021 16:11:20;4,00
26/02/2021 16:11:22;13,00
26/02/2021 16:11:26;7,00
26/02/2021 16:11:28;4,00
26/02/2021 16:11:30;1,00
26/02/2021 16:11:32;10,00
26/02/2021 16:11:34;0,00
26/02/2021 16:11:36;2,00
26/02/2021 16:11:38;13,00
26/02/2021 16:11:40;12,00
26/02/2021 16:11:44;0,00
26/02/2021 16:11:46;5,00
26/02/2021 16:11:48;3,00
26/02/2021 16:11:50;5,00
26/02/2021 16:11:52;1,00
26/02/2021 16:11:54;11,00
26/02/2021 16:11:56;13,00
26/02/2021 16:11:58;3,00
26/02/2021 16:12:00;10,00
26/02/2021 16:12:02;7,00
26/02/2021 16:12:04;8,00
26/02/2021 16:12:08;4,00
26/02/2021 16:12:12;7,00
26/02/2021 16:12:20;13,00
26/02/2021 16:12:22;11,00
26/02/2021 16:12:24;14,00
26/02/2021 16:12:26;2,00
26/02/2021 16:12:28;6,00
26/02/2021 16:12:30;4,00
26/02/2021 16:12:34;1,00
26/02/2021 16:12:36;14,00
26/02/2021 16:12:38;10,00
26/02/2021 16:12:40;4,00
26/02/2021 16:12:42;6,00
26/02/2021 16:12:44;3,00
26/02/2021 16:12:46;0,00
26/02/2021 16:12:48;9,00
26/02/2021 16:12:50;4,00
26/02/2021 16:12:52;7,00
26/02/2021 16:12:54;3,00
26/02/2021 16:12:56;10,00
26/02/2021 16:12:58;14,00
26/02/2021 16:13:00;13,00
26/02/2021 16:13:02;8,00
26/02/2021 16:13:04;12,00
26/02/2021 16:13:06;14,00
26/02/2021 16:13:08;8,00
26/02/2021 16:13:10;0,00
26/02/2021 16:13:12;14,00
26/02/2021 16:13:14;2,00
26/02/2021 16:13:16;0,00
26/02/2021 16:13:18;7,00
26/02/2021 16:13:21;12,00
26/02/2021 16:13:22;11,00
26/02/2021 16:13:25;10,00
26/02/2021 16:13:27;0,00
26/02/2021 16:13:31;10,00
26/02/2021 16:13:33;3,00
26/02/2021 16:13:35;10,00
26/02/2021 16:13:37;3,00
26/02/2021 16:13:39;5,00
26/02/2021 16:13:41;8,00
26/02/2021 16:13:43;12,00
26/02/2021 16:13:45;2,00
26/02/2021 16:13:47;0,00
26/02/2021 16:13:49;2,00
26/02/2021 16:13:51;6,00
26/02/2021 16:13:53;14,00
26/02/2021 16:13:55;12,00
26/02/2021 16:14:01;5,00
26/02/2021 16:14:03;10,00
26/02/2021 16:14:05;11,00
26/02/2021 16:14:07;8,00
26/02/2021 16:14:09;1,00
26/02/2021 16:14:11;5,00
26/02/2021 16:14:13;13,00
26/02/2021 16:14:15;10,00
26/02/2021 16:14:17;4,00
26/02/2021 16:14:19;12,00
26/02/2021 16:14:21;4,00
26/02/2021 16:14:23;1,00
26/02/2021 16:14:25;11,00
26/02/2021 16:14:27;9,00
26/02/2021 16:14:29;4,00
26/02/2021 16:14:31;11,00
26/02/2021 16:14:35;13,00
26/02/2021 16:14:37;2,00
26/02/2021 16:14:39;8,00
26/02/2021 16:14:41;6,00
26/02/2021 16:14:43;0,00
