dd/MM/yyyy HH:mm:ss;CTC32,37
26/02/2021 08:31:06;100,00
26/02/2021 09:00:40;100,00
26/02/2021 09:04:27;100,00
26/02/2021 09:12:25;100,00
26/02/2021 09:50:29;100,00
26/02/2021 10:34:24;100,00
26/02/2021 10:41:26;100,00
26/02/2021 10:54:52;100,00
26/02/2021 10:56:32;100,00
26/02/2021 10:59:48;100,00
26/02/2021 11:36:52;100,00
26/02/2021 11:42:29;100,00
26/02/2021 11:59:49;100,00
26/02/2021 12:07:11;100,00
26/02/2021 12:15:39;100,00
26/02/2021 12:18:53;100,00
26/02/2021 12:24:56;100,00
26/02/2021 14:25:19;100,00
26/02/2021 14:34:14;100,00
26/02/2021 14:39:01;100,00
26/02/2021 15:25:38;100,00
26/02/2021 15:26:14;100,00
26/02/2021 15:27:28;100,00
26/02/2021 15:28:53;100,00
26/02/2021 15:34:17;100,00
26/02/2021 15:57:28;100,00
26/02/2021 16:14:53;100,00
