dd/MM/yyyy HH:mm:ss;CTC32,16
26/02/2021 16:02:12;12,00
26/02/2021 16:02:14;4,00
26/02/2021 16:02:16;2,00
26/02/2021 16:02:18;6,00
26/02/2021 16:02:20;13,00
26/02/2021 16:02:22;8,00
26/02/2021 16:02:24;5,00
26/02/2021 16:02:26;8,00
26/02/2021 16:02:30;12,00
26/02/2021 16:02:32;9,00
26/02/2021 16:02:34;12,00
26/02/2021 16:02:38;10,00
26/02/2021 16:02:40;11,00
26/02/2021 16:02:42;13,00
26/02/2021 16:02:44;9,00
26/02/2021 16:02:46;5,00
26/02/2021 16:02:48;1,00
26/02/2021 16:02:50;11,00
26/02/2021 16:02:52;14,00
26/02/2021 16:02:54;2,00
26/02/2021 16:02:56;11,00
26/02/2021 16:02:58;1,00
26/02/2021 16:03:00;8,00
26/02/2021 16:03:02;6,00
26/02/2021 16:03:04;14,00
26/02/2021 16:03:06;2,00
26/02/2021 16:03:08;1,00
26/02/2021 16:03:10;0,00
26/02/2021 16:03:12;1,00
26/02/2021 16:03:14;12,00
26/02/2021 16:03:18;13,00
26/02/2021 16:03:22;7,00
26/02/2021 16:03:24;6,00
26/02/2021 16:03:26;3,00
26/02/2021 16:03:28;2,00
26/02/2021 16:03:30;11,00
26/02/2021 16:03:32;5,00
26/02/2021 16:03:34;6,00
26/02/2021 16:03:37;0,00
26/02/2021 16:03:39;6,00
26/02/2021 16:03:41;9,00
26/02/2021 16:03:43;12,00
26/02/2021 16:03:45;14,00
26/02/2021 16:03:47;13,00
26/02/2021 16:03:49;12,00
26/02/2021 16:03:53;4,00
26/02/2021 16:03:55;5,00
26/02/2021 16:03:57;7,00
26/02/2021 16:03:59;12,00
26/02/2021 16:04:01;7,00
26/02/2021 16:04:03;3,00
26/02/2021 16:04:05;8,00
26/02/2021 16:04:07;0,00
26/02/2021 16:04:09;6,00
26/02/2021 16:04:11;0,00
26/02/2021 16:04:13;12,00
26/02/2021 16:04:15;5,00
26/02/2021 16:04:17;0,00
26/02/2021 16:04:19;3,00
26/02/2021 16:04:21;10,00
26/02/2021 16:04:25;5,00
26/02/2021 16:04:27;2,00
26/02/2021 16:04:33;0,00
26/02/2021 16:04:35;7,00
26/02/2021 16:04:37;12,00
26/02/2021 16:04:41;9,00
26/02/2021 16:04:43;3,00
26/02/2021 16:04:47;1,00
26/02/2021 16:04:49;8,00
26/02/2021 16:04:51;9,00
26/02/2021 16:04:53;13,00
26/02/2021 16:04:55;10,00
26/02/2021 16:04:57;0,00
26/02/2021 16:04:59;3,00
26/02/2021 16:05:01;9,00
26/02/2021 16:05:03;1,00
26/02/2021 16:05:05;7,00
26/02/2021 16:05:07;0,00
26/02/2021 16:05:09;1,00
26/02/2021 16:05:11;4,00
26/02/2021 16:05:13;7,00
26/02/2021 16:05:15;4,00
26/02/2021 16:05:17;9,00
26/02/2021 16:05:19;3,00
26/02/2021 16:05:21;1,00
26/02/2021 16:05:23;14,00
26/02/2021 16:05:25;8,00
26/02/2021 16:05:27;3,00
26/02/2021 16:05:29;5,00
26/02/2021 16:05:31;8,00
