dd/MM/yyyy HH:mm:ss;CTC3,12
25/02/2021 08:29:18;2,00
25/02/2021 08:31:18;4,00
25/02/2021 08:33:19;6,00
25/02/2021 08:35:34;8,00
25/02/2021 08:37:34;10,00
25/02/2021 08:39:35;12,00
25/02/2021 08:41:35;14,00
25/02/2021 08:43:36;16,00
25/02/2021 08:45:59;18,00
25/02/2021 08:47:59;20,00
25/02/2021 08:50:00;22,00
25/02/2021 08:52:00;24,00
25/02/2021 08:54:01;26,00
25/02/2021 08:56:48;28,00
25/02/2021 08:58:48;30,00
25/02/2021 09:01:30;32,00
25/02/2021 09:03:30;34,00
25/02/2021 09:05:31;36,00
25/02/2021 09:07:31;38,00
25/02/2021 09:09:32;40,00
25/02/2021 09:12:08;42,00
25/02/2021 09:14:09;44,00
25/02/2021 09:16:09;46,00
25/02/2021 09:18:10;48,00
25/02/2021 09:20:43;50,00
25/02/2021 09:22:44;52,00
25/02/2021 09:24:44;54,00
25/02/2021 09:26:45;56,00
25/02/2021 09:28:45;58,00
25/02/2021 09:32:02;60,00
25/02/2021 09:34:47;62,00
25/02/2021 09:35:47;64,00
25/02/2021 09:39:35;66,00
25/02/2021 09:43:16;68,00
25/02/2021 09:46:20;70,00
25/02/2021 09:48:47;70,00
25/02/2021 09:49:38;70,00
25/02/2021 09:50:48;72,00
25/02/2021 09:55:30;74,00
25/02/2021 09:58:06;76,00
25/02/2021 09:59:47;76,00
25/02/2021 10:00:54;78,00
25/02/2021 10:03:45;78,00
25/02/2021 10:04:52;80,00
25/02/2021 10:09:35;82,00
25/02/2021 10:11:44;82,00
25/02/2021 10:12:51;84,00
25/02/2021 10:18:39;86,00
25/02/2021 10:21:04;88,00
25/02/2021 10:23:09;90,00
25/02/2021 10:24:09;92,00
25/02/2021 10:26:10;94,00
25/02/2021 10:28:11;96,00
25/02/2021 10:30:11;98,00
25/02/2021 10:32:11;100,00
25/02/2021 10:34:12;102,00
25/02/2021 10:36:12;104,00
25/02/2021 10:38:13;106,00
25/02/2021 10:40:13;108,00
25/02/2021 10:42:14;110,00
25/02/2021 10:44:14;112,00
25/02/2021 10:46:15;114,00
25/02/2021 10:48:15;116,00
25/02/2021 10:51:26;116,00
25/02/2021 10:52:34;118,00
25/02/2021 10:55:34;120,00
25/02/2021 10:57:35;122,00
25/02/2021 10:59:35;124,00
25/02/2021 11:01:36;126,00
25/02/2021 11:03:36;128,00
25/02/2021 11:05:37;130,00
25/02/2021 11:07:37;132,00
25/02/2021 11:09:39;134,00
25/02/2021 11:11:39;136,00
25/02/2021 11:13:40;138,00
25/02/2021 11:15:40;140,00
25/02/2021 11:17:41;142,00
25/02/2021 11:19:41;144,00
25/02/2021 11:21:42;146,00
25/02/2021 11:23:42;148,00
25/02/2021 11:33:24;148,00
25/02/2021 11:34:32;150,00
25/02/2021 11:39:18;152,00
25/02/2021 11:40:18;154,00
25/02/2021 11:42:19;156,00
25/02/2021 11:44:19;158,00
25/02/2021 11:46:19;160,00
25/02/2021 11:50:01;162,00
25/02/2021 11:51:02;164,00
25/02/2021 11:53:02;166,00
25/02/2021 11:55:03;168,00
25/02/2021 11:57:03;170,00
25/02/2021 12:00:42;172,00
25/02/2021 12:02:51;174,00
25/02/2021 12:03:51;176,00
25/02/2021 12:05:52;178,00
25/02/2021 12:07:52;180,00
25/02/2021 12:11:35;182,00
25/02/2021 12:12:35;184,00
25/02/2021 12:14:36;186,00
25/02/2021 12:16:36;188,00
25/02/2021 12:18:37;190,00
25/02/2021 12:22:17;192,00
25/02/2021 12:23:18;194,00
25/02/2021 12:25:18;196,00
25/02/2021 12:27:19;198,00
25/02/2021 12:29:19;200,00
25/02/2021 12:33:00;202,00
25/02/2021 12:34:01;204,00
25/02/2021 12:37:20;206,00
25/02/2021 12:38:21;208,00
25/02/2021 12:40:21;210,00
25/02/2021 12:44:06;212,00
25/02/2021 12:45:07;214,00
25/02/2021 12:47:07;216,00
25/02/2021 12:49:08;218,00
25/02/2021 12:51:08;220,00
25/02/2021 12:54:39;222,00
25/02/2021 12:55:40;224,00
25/02/2021 12:57:40;226,00
25/02/2021 12:59:41;228,00
25/02/2021 13:01:41;230,00
25/02/2021 13:05:12;232,00
25/02/2021 13:06:13;234,00
25/02/2021 13:08:13;236,00
25/02/2021 13:10:13;238,00
25/02/2021 13:13:18;240,00
25/02/2021 13:15:51;242,00
25/02/2021 13:16:51;244,00
25/02/2021 13:18:51;246,00
25/02/2021 13:20:52;248,00
25/02/2021 13:22:52;250,00
25/02/2021 13:26:24;252,00
25/02/2021 13:27:25;254,00
25/02/2021 13:29:25;256,00
25/02/2021 13:31:25;258,00
25/02/2021 13:33:25;260,00
25/02/2021 13:36:55;262,00
25/02/2021 13:37:55;264,00
25/02/2021 13:39:56;266,00
25/02/2021 13:41:56;268,00
25/02/2021 13:43:56;270,00
25/02/2021 13:47:25;272,00
25/02/2021 13:49:33;274,00
25/02/2021 13:50:33;276,00
25/02/2021 13:52:33;278,00
25/02/2021 13:54:33;280,00
25/02/2021 13:58:12;282,00
25/02/2021 13:59:12;284,00
25/02/2021 14:01:13;286,00
25/02/2021 14:03:13;288,00
25/02/2021 14:05:13;290,00
25/02/2021 14:08:44;292,00
25/02/2021 14:09:44;294,00
25/02/2021 14:11:44;296,00
25/02/2021 14:13:45;298,00
25/02/2021 14:15:45;300,00
25/02/2021 14:19:13;302,00
25/02/2021 14:20:14;304,00
25/02/2021 14:22:14;306,00
25/02/2021 14:25:20;308,00
