Date;Time;KWh;V;I;P;D1;D2;D3;D4;D5;A1;A2;
11/19/2019;10:14:14;1564.12;238.2;0;0;13;4;8;8;8;21.7;22.2;
11/19/2019;10:47:08;1564.15;239;0;0;17;4;8;8;8;21.8;21.6;
11/19/2019;10:53:10;1565.16;235.1;0.6;0.132;20;8;13;10;10;22.6;22.9;
11/19/2019;11:53:12;1584.25;234.5;0.10;0.130;20;8;15;9;11;25.6;25.9;
11/19/2019;12:53:12;1586.16;236.3;0.35;0.130;20;8;18;8;11;23.3;23.5;
11/19/2019;13:15:13;1584.16;234.1;0.43;0.130;20;8;15;9;11;25.6;24.9;
11/19/2019;14:47:08;1564.15;239;0;0;17;4;8;8;8;21.8;21.6;
11/19/2019;15:53:10;1565.16;235.1;0.6;0.132;20;8;13;10;10;22.6;22.9;
11/19/2019;16:53:12;1584.25;234.5;0.10;0.130;20;8;15;9;11;25.6;25.9;
11/19/2019;17:53:12;1586.16;236.3;0.35;0.130;20;8;18;8;11;23.3;23.5;
11/20/2019;08:28:38;1564.41;238.8;0;0;0;0;0;2.1;0;19.4;19.4
11/20/2019;08:28:53;1564.41;238.9;0;0;0;0;0;2.1;0;19.4;19.4
11/20/2019;08:29:08;1564.41;238.8;0;0;0;0;0;2.1;0;19.5;19.5
11/20/2019;08:29:23;1564.41;238.9;0;0;0;0;0;2.1;0;19.5;19.4
11/20/2019;08:29:38;1564.41;238.9;0;0;0;0;0;2.2;0;19.5;19.5
11/20/2019;08:29:53;1564.41;239;0;0;0;0;0;2.2;0;19.6;19.5
11/20/2019;08:30:08;1564.41;238.9;0;0;0;0;0;2.2;0;19.6;19.5
11/20/2019;08:30:23;1564.41;238.6;0;0;0;0;0;2.3;0;19.6;19.6
11/20/2019;08:30:38;1564.41;239;0;0;0;0;0;2.3;0;19.6;19.6
11/20/2019;08:30:53;1564.41;238.9;0;0;0;0;0;2.3;0;19.6;19.6
11/20/2019;08:31:08;1564.41;238.5;0;0;0;0;0;2.3;0;19.7;19.6
11/20/2019;08:31:23;1564.41;238.8;0;0;0;0;0;2.4;0;19.7;19.6
11/20/2019;08:31:38;1564.41;238.8;0;0;0;0;0;2.4;0;19.7;19.7
11/20/2019;08:31:53;1564.41;238.7;0;0;0;0;0;2.4;0;19.8;19.7
11/20/2019;08:32:08;1564.41;238.8;0;0;0;0;0;2.4;0;19.7;19.6
11/20/2019;08:32:23;1564.41;238.7;0;0;0;0;0;2.4;0;19.7;19.6
11/20/2019;08:32:38;1564.41;238.9;0;0;0;0;0;2.5;0;19.8;19.7
11/20/2019;08:32:53;1564.41;238.5;0;0;0;0;0;2.5;0;19.8;19.7
11/20/2019;08:33:08;1564.41;238.5;0;0;0;0;0;2.5;0;19.8;19.7
11/20/2019;08:33:23;1564.41;238.5;0;0;0;0;0;2.6;0;19.8;19.7
11/20/2019;08:33:38;1564.41;238.7;0;0;0;0;1;2.6;0;19.8;19.7
11/20/2019;08:33:53;1564.41;238.4;0;0;4;4;2;2.6;0;19.8;19.8
11/20/2019;08:34:08;1564.41;238.2;0;0;4;4;2;2.6;0;19.8;19.8
11/20/2019;08:34:23;1564.41;238.4;0;0;4;5;2;2.7;0;20;19.9
11/20/2019;08:34:38;1564.41;238.1;0;0;4;5;2;2.7;0;20;20
11/20/2019;08:34:53;1564.41;237.9;0;0;5;5;2;2.7;0;20;19.9
11/20/2019;08:35:08;1564.41;238.2;0;0;5;5;2;2.7;0;20;19.9
11/20/2019;08:35:23;1564.41;238.3;0;0;5;5;2;2.8;0;20;19.9
11/20/2019;08:35:39;1564.41;238.5;0;0;5;5;2;2.8;0;20;24.4
11/20/2019;08:35:54;1564.41;238.2;0;0;5;5;2;2.8;0;20.1;24
11/20/2019;08:36:09;1564.41;238.2;0;0;5;5;2;2.8;0;20;23.1
11/20/2019;08:36:24;1564.41;237;0;0.002;5;5;2;2.9;0;20.1;22.5
11/20/2019;08:36:39;1564.41;238.1;0;0;5;7;2;2.9;0;20;21.9
11/20/2019;08:36:54;1564.41;238;0;0;5;8;2;2.9;0;20;21.5
11/20/2019;08:37:09;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;08:37:24;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;08:37:39;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;08:37:54;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;08:38:09;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;08:38:24;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;08:38:39;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;08:38:54;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;08:39:09;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;09:55:12;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;09:55:27;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;09:55:42;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;09:55:57;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;09:56:12;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;09:56:27;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;09:56:42;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;09:56:57;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;09:57:12;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;09:57:27;1564.41;239.4;0;0;5;8;2;2.9;0;20;21.2
11/20/2019;09:57:37;0;0;0;0;0;0;0;0;0;0;0
11/20/2019;09:57:52;1564.41;0;0;0;0;0;0;0;0;13.3;13.9
11/20/2019;09:58:07;1564.41;222.4;0;0.002;0;0;0;0;0;19.3;19.2
11/20/2019;09:58:22;1564.41;222.3;0;0.001;0;0;0;0.1;0;19.2;19.2
11/20/2019;09:58:37;1564.41;222.5;0;0.002;0;0;0;0.1;0;19.2;19.2
11/20/2019;09:58:52;1564.41;221.9;0;0.002;0;0;0;0.1;0;19.2;19.2
11/20/2019;09:59:08;1564.41;222;0;0;0;0;0;0.1;0;19.2;19.2
11/20/2019;09:59:23;1564.41;221.7;0;0;0;0;0;0.2;0;19.2;19.1
11/20/2019;09:59:38;1564.41;222;0;0;0;0;0;0.2;0;19.1;19.1
11/20/2019;09:59:53;1564.41;222.8;0;0;0;0;0;0.2;0;19.3;19.2
11/20/2019;10:00:08;1564.41;223;0;0;0;0;0;0.2;0;19.7;19.8
11/20/2019;10:00:23;1564.41;222.3;0;0.002;0;0;0;0.3;0;19.6;19.7
11/20/2019;10:00:38;1564.41;221.5;0;0;0;0;0;0.3;0;19.6;19.6
11/20/2019;10:00:53;1564.41;222.5;0;0.006;0;0;0;0.3;0;19.5;19.6
11/20/2019;10:01:08;1564.41;222.5;0;0.006;0;0;0;0.3;0;19.5;19.6
11/20/2019;10:01:23;1564.41;222.5;0;0.006;0;0;0;0.3;0;19.5;19.6
11/20/2019;10:01:38;1564.41;222.5;0;0.006;0;0;0;0.3;0;19.5;19.6
11/20/2019;10:01:53;1564.41;222.5;0;0.006;0;0;0;0;0;14.6;15.3
11/20/2019;10:02:08;1564.41;222.5;0;0.006;0;0;0;0;0;14.6;15.3
11/20/2019;10:02:23;1564.41;222.5;0;0.006;0;0;0;0;0;14.6;15.3
11/20/2019;10:02:38;1564.41;222.8;0;0.002;0;0;0;0;0;19.3;19.3
11/20/2019;10:02:53;1564.41;222.8;0;0.002;0;0;0;0;0;17;17.5
11/20/2019;10:03:08;1564.41;222.6;0;0.002;0;0;0;0;0;19.3;19.3
11/20/2019;10:03:23;1564.41;214;0.5;0.111;0;0;0;0.1;0;19.3;19.3
11/20/2019;10:03:38;1564.41;222.1;0;0;0;0;0;0.1;0;19.5;19.5
11/20/2019;10:03:53;1564.41;223.1;0;0;0;0;0;0.1;0;19.8;19.6
11/20/2019;10:04:08;1564.41;222.7;0;0;0;0;0;0.1;0;19.7;19.5
11/20/2019;10:04:23;1564.41;222.7;0;0;0;0;0;0.1;0;19.7;19.5
11/20/2019;10:04:38;1564.41;222.7;0;0;0;0;0;0.1;0;19.7;19.5
11/20/2019;10:04:53;1564.41;223;0;0;0;0;0;0;0;16.6;16.5
11/20/2019;10:05:08;1564.41;221.7;0;0;0;0;0;0;0;19.5;19.5
11/20/2019;10:05:23;1564.41;222.1;0;0;0;0;0;0.1;0;19.5;19.4
11/20/2019;10:05:38;1564.41;221.3;0;0;0;0;0;0.1;0;19.4;19.4
11/20/2019;10:05:53;1564.41;221;0;0;0;0;0;0.1;0;19.3;19.3
11/20/2019;10:06:08;1564.41;221.8;0;0;0;0;0;0.1;0;19.3;19.3
11/20/2019;10:06:23;1564.41;221.4;0;0;0;0;0;0.2;0;19.3;19.3
11/20/2019;10:06:38;1564.41;222.1;0;0;0;0;0;0.2;0;19.3;19.3
11/20/2019;10:06:53;1564.41;221.4;0;0;0;0;0;0.2;0;19.3;19.2
11/20/2019;10:07:08;1564.41;221.1;0;0;0;0;0;0.3;0;19.3;19.2
11/20/2019;10:07:23;1564.41;221.1;0;0;0;0;0;0.3;0;19.3;19.2
11/20/2019;10:07:38;1564.41;221;0;0;0;0;0;0.3;0;19.2;19.2
11/20/2019;10:07:53;1564.41;221.6;0;0;0;0;0;0.3;0;19.3;19.2
11/20/2019;10:08:08;1564.41;221.6;0;0;0;0;0;0.4;0;19.2;19.2
11/20/2019;10:08:23;1564.41;221;0;0;0;0;0;0.4;0;19.2;19.2
11/20/2019;10:08:38;1564.41;220.7;0;0;0;0;0;0.4;0;19.2;19.2
11/20/2019;10:08:53;1564.41;221.3;0;0;0;0;0;0.4;0;19.3;19.2
11/20/2019;10:09:08;1564.41;222.4;0;0;0;0;0;0.5;0;19.3;19.2
