dd/MM/yyyy HH:mm:ss;CHC13,16
26/02/2021 16:02:12;78,00
26/02/2021 16:02:14;49,00
26/02/2021 16:02:20;63,00
26/02/2021 16:02:22;54,00
26/02/2021 16:02:26;85,00
26/02/2021 16:02:34;87,00
26/02/2021 16:02:38;71,00
26/02/2021 16:02:46;60,00
26/02/2021 16:02:48;87,00
26/02/2021 16:02:50;73,00
26/02/2021 16:02:52;55,00
26/02/2021 16:02:58;89,00
26/02/2021 16:03:06;49,00
26/02/2021 16:03:08;84,00
26/02/2021 16:03:14;56,00
26/02/2021 16:03:16;42,00
26/02/2021 16:03:24;60,00
26/02/2021 16:03:28;50,00
26/02/2021 16:03:32;85,00
26/02/2021 16:03:43;82,00
26/02/2021 16:03:45;63,00
26/02/2021 16:03:49;66,00
26/02/2021 16:03:53;75,00
26/02/2021 16:03:55;44,00
26/02/2021 16:03:57;77,00
26/02/2021 16:04:01;83,00
26/02/2021 16:04:05;49,00
26/02/2021 16:04:09;57,00
26/02/2021 16:04:11;67,00
26/02/2021 16:04:13;84,00
26/02/2021 16:04:17;80,00
26/02/2021 16:04:21;56,00
26/02/2021 16:04:23;78,00
26/02/2021 16:04:25;75,00
26/02/2021 16:04:29;42,00
26/02/2021 16:04:35;46,00
26/02/2021 16:04:37;55,00
26/02/2021 16:04:39;77,00
26/02/2021 16:04:43;53,00
26/02/2021 16:04:47;45,00
26/02/2021 16:04:49;72,00
26/02/2021 16:05:01;43,00
26/02/2021 16:05:03;77,00
26/02/2021 16:05:11;70,00
26/02/2021 16:05:13;79,00
26/02/2021 16:05:15;83,00
26/02/2021 16:05:17;80,00
26/02/2021 16:05:19;85,00
26/02/2021 16:05:23;66,00
26/02/2021 16:05:27;47,00
26/02/2021 16:05:29;54,00
26/02/2021 16:05:31;70,00
26/02/2021 16:05:33;72,00
26/02/2021 16:05:39;50,00
26/02/2021 16:05:43;83,00
26/02/2021 16:05:49;72,00
26/02/2021 16:05:53;51,00
26/02/2021 16:05:55;58,00
26/02/2021 16:06:04;78,00
26/02/2021 16:06:05;89,00
26/02/2021 16:06:08;46,00
26/02/2021 16:06:12;76,00
26/02/2021 16:06:22;65,00
26/02/2021 16:06:24;71,00
26/02/2021 16:06:26;75,00
26/02/2021 16:06:28;53,00
26/02/2021 16:06:30;87,00
26/02/2021 16:06:36;49,00
26/02/2021 16:06:40;75,00
26/02/2021 16:06:44;62,00
26/02/2021 16:06:46;59,00
26/02/2021 16:06:52;67,00
26/02/2021 16:07:00;41,00
26/02/2021 16:07:02;44,00
26/02/2021 16:07:04;66,00
26/02/2021 16:07:06;67,00
26/02/2021 16:07:08;52,00
26/02/2021 16:07:12;57,00
26/02/2021 16:07:14;42,00
26/02/2021 16:07:16;60,00
26/02/2021 16:07:18;74,00
26/02/2021 16:07:20;45,00
26/02/2021 16:07:22;44,00
26/02/2021 16:07:24;54,00
26/02/2021 16:07:26;49,00
26/02/2021 16:07:30;73,00
26/02/2021 16:07:34;77,00
26/02/2021 16:07:38;76,00
26/02/2021 16:07:40;87,00
26/02/2021 16:07:42;84,00
26/02/2021 16:07:44;89,00
26/02/2021 16:07:48;85,00
26/02/2021 16:07:50;68,00
26/02/2021 16:07:56;84,00
26/02/2021 16:08:00;85,00
26/02/2021 16:08:08;79,00
26/02/2021 16:08:12;60,00
26/02/2021 16:08:14;70,00
26/02/2021 16:08:16;69,00
26/02/2021 16:08:20;45,00
26/02/2021 16:08:28;44,00
26/02/2021 16:08:30;65,00
26/02/2021 16:08:51;89,00
26/02/2021 16:08:53;44,00
26/02/2021 16:09:01;68,00
26/02/2021 16:09:03;69,00
26/02/2021 16:09:05;60,00
26/02/2021 16:09:09;46,00
26/02/2021 16:09:13;62,00
26/02/2021 16:09:17;75,00
26/02/2021 16:09:21;84,00
26/02/2021 16:09:25;72,00
26/02/2021 16:09:27;73,00
26/02/2021 16:09:29;69,00
26/02/2021 16:09:31;59,00
26/02/2021 16:09:33;83,00
26/02/2021 16:09:37;85,00
26/02/2021 16:09:49;51,00
26/02/2021 16:09:51;72,00
26/02/2021 16:09:53;71,00
26/02/2021 16:09:57;48,00
26/02/2021 16:10:03;50,00
26/02/2021 16:10:05;62,00
26/02/2021 16:10:07;77,00
26/02/2021 16:10:09;54,00
26/02/2021 16:10:13;72,00
26/02/2021 16:10:15;75,00
26/02/2021 16:10:19;59,00
26/02/2021 16:10:25;45,00
26/02/2021 16:10:27;41,00
26/02/2021 16:10:31;55,00
26/02/2021 16:10:33;81,00
26/02/2021 16:10:41;59,00
26/02/2021 16:10:46;53,00
26/02/2021 16:10:54;54,00
26/02/2021 16:11:02;46,00
26/02/2021 16:11:04;53,00
26/02/2021 16:11:06;59,00
26/02/2021 16:11:08;78,00
26/02/2021 16:11:12;55,00
26/02/2021 16:11:18;83,00
26/02/2021 16:11:22;68,00
26/02/2021 16:11:32;83,00
26/02/2021 16:11:34;88,00
26/02/2021 16:11:40;54,00
26/02/2021 16:11:42;43,00
26/02/2021 16:11:44;87,00
26/02/2021 16:11:56;84,00
26/02/2021 16:12:00;69,00
26/02/2021 16:12:04;59,00
26/02/2021 16:12:10;43,00
26/02/2021 16:12:12;80,00
26/02/2021 16:12:14;88,00
26/02/2021 16:12:16;64,00
26/02/2021 16:12:18;62,00
26/02/2021 16:12:20;73,00
26/02/2021 16:12:22;88,00
26/02/2021 16:12:24;44,00
26/02/2021 16:12:26;56,00
26/02/2021 16:12:32;45,00
26/02/2021 16:12:34;75,00
26/02/2021 16:12:36;76,00
26/02/2021 16:12:38;80,00
26/02/2021 16:12:44;84,00
26/02/2021 16:12:48;68,00
26/02/2021 16:12:52;58,00
26/02/2021 16:12:58;73,00
26/02/2021 16:13:04;66,00
26/02/2021 16:13:06;76,00
26/02/2021 16:13:10;42,00
26/02/2021 16:13:12;66,00
26/02/2021 16:13:25;67,00
26/02/2021 16:13:27;70,00
26/02/2021 16:13:35;81,00
26/02/2021 16:13:41;59,00
26/02/2021 16:13:43;75,00
26/02/2021 16:13:49;78,00
26/02/2021 16:13:53;87,00
26/02/2021 16:13:57;70,00
26/02/2021 16:13:59;67,00
26/02/2021 16:14:01;57,00
26/02/2021 16:14:05;67,00
26/02/2021 16:14:07;64,00
26/02/2021 16:14:17;48,00
26/02/2021 16:14:21;64,00
26/02/2021 16:14:25;51,00
26/02/2021 16:14:27;47,00
26/02/2021 16:14:31;45,00
26/02/2021 16:14:41;50,00
26/02/2021 16:14:43;81,00
